Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating,Avg_Sales_per_Outlet,Years_Since_Establishment,Visibility_per_Weight,Sales_per_Outlet_Type,Visibility_x_ItemType,Weight_x_ItemType,Rating_x_Visibility
Low Fat,NCR54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.090562192,16.35,198.211,5.0,142.05738688172042,9,0.005538971987767583,141.21389506903353,0.009669317695647071,1.7456881379795848,0.45281096
Low Fat,NCX06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.015687045,17.6,182.6976,5.0,142.05738688172042,9,0.000891309375,141.21389506903353,0.0016749044878563886,1.8791505338495835,0.078435225
Low Fat,NCO06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.108030434,19.25,32.4558,5.0,142.05738688172042,9,0.005611970597402597,141.21389506903353,0.011534400438812624,2.0553208963979817,0.5401521699999999
Low Fat,NCN54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.021326471,20.35,76.1328,5.0,142.05738688172042,9,0.001047983832923833,141.21389506903353,0.0022770255320896395,2.172767804763581,0.106632355
Low Fat,FDL27,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.010630949,6.17,65.9826,5.0,142.05738688172042,9,0.0017230063209076176,141.21389506903353,0.0005301130265164849,0.3076674879737182,0.053154745
Low Fat,FDV51,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.032538896,16.35,165.7842,5.0,142.05738688172042,9,0.001990146544342507,141.21389506903353,0.0016225543587938518,0.815293910594861,0.16269447999999997
Low Fat,FDC46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.116542484,17.7,182.6266,5.0,142.05738688172042,9,0.006584321129943503,141.21389506903353,0.016408656670186553,2.49208025343189,0.58271242
Low Fat,FDZ58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.052176861,17.85,122.8072,5.0,142.05738688172042,9,0.002923073445378151,141.21389506903353,0.007346266948257655,2.5131995776135168,0.260884305
Low Fat,FDN21,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.076855628,18.6,161.0236,5.0,142.05738688172042,9,0.004132023010752687,141.21389506903353,0.010820926152763111,2.6187961985216477,0.38427814
Low Fat,FDO58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.039577173,19.6,166.1526,5.0,142.05738688172042,9,0.002019243520408163,141.21389506903353,0.005572287645195354,2.759591693065822,0.197885865
Low Fat,DRD24,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.030795085,13.85,143.3154,5.0,142.05738688172042,9,0.0022234718411552347,141.21389506903353,0.0016078625865305644,0.7231315264578201,0.153975425
Low Fat,DRI37,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.107597879,15.85,58.7904,5.0,142.05738688172042,9,0.006788509716088327,141.21389506903353,0.0056178641505338495,0.8275548515780828,0.537989395
Regular,FDI12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.10039894,9.395,89.6856,5.0,142.05738688172042,9,0.010686422565194253,141.21389506903353,0.007633287940865893,0.7142977824709609,0.5019947
Regular,FDP12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.045266806,9.8,36.9874,5.0,142.05738688172042,9,0.0046190618367346935,141.21389506903353,0.003441615662090813,0.7450897571277719,0.22633403
Regular,FDO01,Breakfast,2016,OUT046,Tier 1,Small,Supermarket Type1,0.020718655,21.1,130.4994,5.0,142.05738688172042,9,0.0009819267772511848,141.21389506903353,0.0002674002170597208,0.27232195236419104,0.103593275
Regular,FDZ37,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.019768503,8.1,88.6198,5.0,142.05738688172042,9,0.002440555925925926,141.21389506903353,0.001505310154523055,0.6167898627243927,0.09884251499999999
Regular,FDJ15,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.023322478,11.35,182.5608,5.0,142.05738688172042,9,0.0020548438766519826,141.21389506903353,0.001866236066643201,0.9082130705150768,0.11661239000000001
Regular,FDM04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04712061,9.195,53.1666,5.0,142.05738688172042,9,0.005124590538336052,141.21389506903353,0.004732516972896867,0.9234917282646956,0.23560305
Regular,FDI40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.125602951,11.5,100.8358,5.0,142.05738688172042,9,0.010921995739130434,141.21389506903353,0.012614821782940279,1.1549923735773788,0.6280147549999999
Regular,FDX04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.041571557,19.6,49.9376,5.0,142.05738688172042,9,0.002120997806122449,141.21389506903353,0.004175202721107591,1.9685087410536197,0.20785778500000002
Regular,FDS15,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.078060601,9.195,106.3596,5.0,142.05738688172042,9,0.008489461772702555,141.21389506903353,0.0038924974099495482,0.4585093277015136,0.390303005
Regular,FDJ57,Seafood,2016,OUT046,Tier 1,Small,Supermarket Type1,0.021573645,7.42,184.6582,5.0,142.05738688172042,9,0.0029074993261455524,141.21389506903353,0.00016199850756775782,0.055717470374281354,0.107868225
Regular,FDG21,Seafood,2016,OUT046,Tier 1,Small,Supermarket Type1,0.146299902,17.35,150.405,5.0,142.05738688172042,9,0.008432271008645534,141.21389506903353,0.0010985795762055615,0.13028276428487623,0.73149951
Regular,FDW21,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.005963881,5.34,99.5358,5.0,142.05738688172042,9,0.0011168316479400748,141.21389506903353,0.0008396875747976064,0.7518479408658922,0.029819405
Regular,FDX10,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.123710526,6.385,37.1874,5.0,142.05738688172042,9,0.01937518026624902,141.21389506903353,0.017417884688489968,0.8989792326645547,0.61855263
Low Fat,DRI51,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0,17.25,171.5764,5.0,140.95024779332616,10,0.0,141.21389506903353,0.0,1.3803238296374516,0.0
Low Fat,NCZ17,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0,12.15,39.1506,5.0,139.42112354211662,5,0.0,141.21389506903353,0.0,0.7412882787750792,0.0
Low Fat,DRE25,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.073697713,15.35,91.912,5.0,139.42112354211662,5,0.004801153941368078,141.21389506903353,0.00384788012260941,0.8014490202980171,0.368488565
Low Fat,FDT60,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.075701524,12.0,124.6388,5.0,140.95024779332616,10,0.006308460333333334,141.21389506903353,0.005755554095036959,0.9123548046462513,0.37850762000000004
Low Fat,FDN24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.11349714,14.1,56.1956,5.0,140.95024779332616,10,0.00804944255319149,141.21389506903353,0.008629138416050687,1.0720168954593452,0.5674857
Low Fat,FDO37,Breakfast,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.021420031,8.06,232.0326,5.0,140.95024779332616,10,0.0026575720843672454,141.21389506903353,0.00027645235363135044,0.10402440455238766,0.107100155
Low Fat,FDI14,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.089859642,14.1,140.2496,5.0,140.95024779332616,10,0.006373024255319149,141.21389506903353,0.006842532870820134,1.0736712425202393,0.44929821000000003
Low Fat,FDW37,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.124301968,19.2,89.7488,5.0,140.95024779332616,10,0.006474060833333333,141.21389506903353,0.00946520910852986,1.4620204153467087,0.62150984
Low Fat,DRC27,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.058220302,13.8,247.4802,5.0,140.95024779332616,10,0.004218862463768116,141.21389506903353,0.004658717114161681,1.1042590637099614,0.29110151
Low Fat,FDK16,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.115563679,9.065,96.0094,5.0,140.95024779332616,10,0.012748337451737453,141.21389506903353,0.01160653633978646,0.9104352927372991,0.577818395
Low Fat,FDK41,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.12780038,14.3,83.6224,5.0,140.95024779332616,10,0.008937089510489509,141.21389506903353,0.01283551862959052,1.4362079080136103,0.6390019
Low Fat,FDY31,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.043651198,5.98,146.1418,5.0,140.95024779332616,10,0.00729953143812709,141.21389506903353,0.006309782463451837,0.8644092455708084,0.21825599
Low Fat,FDT20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.041479396,10.5,36.8164,5.0,140.95024779332616,10,0.003950418666666667,141.21389506903353,0.005995848395166021,1.517775431186202,0.20739698
Low Fat,FDI45,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.037657459,13.1,175.8054,5.0,140.95024779332616,10,0.0028746151908396944,141.21389506903353,0.005443387244866831,1.8936055379561187,0.188287295
Low Fat,FDG57,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.072444983,14.7,48.6034,5.0,140.95024779332616,10,0.0049282301360544225,141.21389506903353,0.01047192526762877,2.1248856036606827,0.36222491500000004
Low Fat,FDN32,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.015591925,17.5,184.8266,5.0,140.95024779332616,10,0.0008909671428571428,141.21389506903353,0.0022538133990378973,2.52962571864367,0.077959625
Low Fat,FDX19,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.096929994,19.1,233.8958,5.0,140.95024779332616,10,0.005074868795811518,141.21389506903353,0.01401123461316438,2.7609057843482345,0.48464997000000004
Low Fat,FDP20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.045761855,19.85,125.602,5.0,140.95024779332616,10,0.0023053831234256922,141.21389506903353,0.0066148780194767096,2.869318315147249,0.22880927499999998
Low Fat,NCR17,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.024432767,9.8,116.4492,5.0,140.95024779332616,10,0.0024931394897959184,141.21389506903353,0.0014906768555672885,0.5979115334975947,0.122163835
Low Fat,NCT17,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.041950753,10.8,190.0214,5.0,140.95024779332616,10,0.0038843289814814814,141.21389506903353,0.00255947337322539,0.6589229144667371,0.209753765
Low Fat,NCU05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.058855357,11.8,79.1618,5.0,140.95024779332616,10,0.0049877421186440675,141.21389506903353,0.003590846608001877,0.7199342954358794,0.294276785
Low Fat,NCT42,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.024937792,5.88,148.4392,5.0,140.95024779332616,10,0.004241121088435374,141.21389506903353,0.0026626059744221517,0.6278071101724745,0.12468896
Low Fat,NCV18,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.105459307,6.775,84.625,5.0,140.95024779332616,10,0.015565949372693726,141.21389506903353,0.011259881423207791,0.7233661856153937,0.5272965350000001
Low Fat,NCH43,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.070712031,8.42,216.4192,5.0,140.95024779332616,10,0.008398103444180523,141.21389506903353,0.007549917659274903,0.899002698580312,0.353560155
Low Fat,NCE18,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.021468792,10.0,251.675,5.0,140.95024779332616,10,0.0021468792,141.21389506903353,0.002292221133403731,1.0676991669599905,0.10734396
Low Fat,NCC18,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.177629525,19.1,173.9422,5.0,140.95024779332616,10,0.009299975130890053,141.21389506903353,0.01896548958699988,2.0393054088935822,0.888147625
Low Fat,NCJ42,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.01433033,19.75,104.2332,5.0,140.95024779332616,10,0.0007255863291139241,141.21389506903353,0.0015300481403261762,2.108705854745981,0.07165165
Low Fat,FDQ10,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.03324652,12.85,172.4422,5.0,140.95024779332616,10,0.0025872778210116734,141.21389506903353,0.004680960225272791,1.8092221048926433,0.1662326
Low Fat,FDL34,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.041028937,16.0,142.6496,5.0,140.95024779332616,10,0.0025643085625,141.21389506903353,0.005776689475536783,2.2527279127067934,0.205144685
Low Fat,DRK37,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0,5.0,189.853,5.0,140.95024779332616,10,0.0,141.21389506903353,0.0,0.26105831280065706,0.0
Low Fat,DRF48,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.05190652,5.73,188.1898,5.0,140.95024779332616,10,0.009058729493891797,141.21389506903353,0.002710125706910712,0.299172826469553,0.2595326
Low Fat,DRG49,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.067592098,7.81,246.0486,5.0,140.95024779332616,10,0.008654558002560821,141.21389506903353,0.0035290958125073334,0.4077730845946263,0.33796049
Low Fat,FDX60,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.081050006,14.35,79.196,5.0,139.42112354211662,5,0.005648084041811847,141.21389506903353,0.006162196865892291,1.0910242872228089,0.40525003
Low Fat,FDS13,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.125210375,6.465,266.8884,5.0,139.42112354211662,5,0.019367420726991495,141.21389506903353,0.009534381482459229,0.4922896867300246,0.626051875
Low Fat,FDC50,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.13727,15.85,94.4094,5.0,139.42112354211662,5,0.008660567823343849,141.21389506903353,0.010452684500762642,1.2069283116273612,0.68635
Low Fat,FDK51,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.005264755,19.85,264.5884,5.0,139.42112354211662,5,0.0002652269521410579,141.21389506903353,0.00042127923383785055,1.5883726387422272,0.026323775
Low Fat,FDD17,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.032811503,7.5,239.6906,5.0,139.42112354211662,5,0.004374867066666666,141.21389506903353,0.0032953944113575033,0.753255895811334,0.164057515
Low Fat,FDJ28,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.021984639,12.3,191.2162,5.0,139.42112354211662,5,0.0017873690243902438,141.21389506903353,0.0022080078592045054,1.2353396691305878,0.109923195
Low Fat,FDP16,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.039517121,18.6,243.6802,5.0,139.42112354211662,5,0.002124576397849462,141.21389506903353,0.0039688672504986505,1.8680746216121085,0.197585605
Low Fat,FDB20,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.052274691,7.72,79.1986,5.0,139.42112354211662,5,0.006771333031088083,141.21389506903353,0.007556308730728617,1.115926317024522,0.261373455
Low Fat,FDP56,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.046747071,8.185,49.9692,5.0,139.42112354211662,5,0.0057113098350641415,141.21389506903353,0.006757291032734952,1.183142086119911,0.233735355
Low Fat,FDT43,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.020664178,16.35,50.8324,5.0,139.42112354211662,5,0.001263864097859327,141.21389506903353,0.002987007778481755,2.363393171418515,0.10332089
Low Fat,DRI59,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.041065647,9.5,223.5088,5.0,139.42112354211662,5,0.004322699684210526,141.21389506903353,0.001031098023935234,0.2385310336735891,0.20532823499999997
Low Fat,DRN47,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.016921927,12.1,178.366,5.0,139.42112354211662,5,0.0013985063636363637,141.21389506903353,0.00042488470937463335,0.3038132113105714,0.084609635
Low Fat,DRM23,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.136500981,16.6,173.3422,5.0,139.42112354211662,5,0.0082229506626506,141.21389506903353,0.0034273389574093626,0.41680159568227154,0.6825049049999999
Low Fat,NCN53,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.030527166,5.175,33.5874,5.0,139.42112354211662,5,0.005898969275362319,141.21389506903353,0.0018625045547342486,0.3157338965153115,0.15263583
Low Fat,NCT53,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.048388423,5.4,163.0526,5.0,139.42112354211662,5,0.008960819074074073,141.21389506903353,0.0029522445101490087,0.32946145723336856,0.241942115
Low Fat,NCQ05,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0,11.395,149.2708,5.0,139.42112354211662,5,0.0,141.21389506903353,0.0,0.6952246861433767,0.0
Low Fat,NCM53,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.05233528,18.75,108.128,5.0,139.42112354211662,5,0.002791214933333333,141.21389506903353,0.0031930477062067347,1.1439633931714184,0.2616764
Low Fat,NCX42,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.006012413,6.36,163.0526,5.0,139.42112354211662,5,0.0009453479559748427,141.21389506903353,0.0006419448351519418,0.679056670186554,0.030062065000000002
Low Fat,NCT18,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.059741172,14.6,179.6976,5.0,139.42112354211662,5,0.0040918610958904115,141.21389506903353,0.006378559957761352,1.558840783761586,0.29870586
Low Fat,NCI30,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.059268885,20.25,246.446,5.0,139.42112354211662,5,0.0029268585185185186,141.21389506903353,0.006328133914114748,2.162090813093981,0.296344425
Low Fat,NCE54,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.027052018,20.7,73.9354,5.0,139.42112354211662,5,0.00130686077294686,141.21389506903353,0.002888341708318667,2.21013727560718,0.13526009
Low Fat,FDH19,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,0.033275634,19.35,173.8738,5.0,139.42112354211662,5,0.0017196710077519379,141.21389506903353,0.0016592918514607533,0.9648891235480466,0.16637817
Low Fat,FDT03,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,0.01005532,21.25,183.1608,5.0,139.42112354211662,5,0.0004731915294117647,141.21389506903353,0.0005014092455708083,1.0596327584183973,0.0502766
Low Fat,NCN19,Others,2020,OUT017,Tier 2,High,Supermarket Type1,0.012167988,13.1,190.253,5.0,139.42112354211662,5,0.0009288540458015266,141.21389506903353,0.00024127536923618446,0.25975595447612343,0.060839939999999995
Low Fat,NCQ43,Others,2020,OUT017,Tier 2,High,Supermarket Type1,0.111931193,17.75,108.8912,5.0,139.42112354211662,5,0.006305982704225352,141.21389506903353,0.002219449913997419,0.35195940396573977,0.559655965
Low Fat,FDK09,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.092282353,15.2,227.2352,5.0,139.42112354211662,5,0.006071207434210526,141.21389506903353,0.012992939528335093,2.1400915170714536,0.461411765
Low Fat,FDV46,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.012679191,18.2,139.818,5.0,139.42112354211662,5,0.0006966588461538462,141.21389506903353,0.0017851729672650474,2.5624780007039774,0.063395955
Low Fat,FDY46,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.048160824,18.6,188.9898,5.0,139.42112354211662,5,0.0025892916129032256,141.21389506903353,0.0067808270327349525,2.6187961985216477,0.24080411999999998
Regular,FDK26,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.032242661,5.46,187.624,5.0,140.95024779332616,10,0.005905249267399267,141.21389506903353,0.0024551785743282878,0.4157620556142203,0.161213305
Regular,FDI50,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.030905215,8.42,227.6352,5.0,140.95024779332616,10,0.0036704530878859856,141.21389506903353,0.002353336212014549,0.6411568696468379,0.15452607499999998
Regular,FDB26,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.031330907,14.0,52.364,5.0,140.95024779332616,10,0.0022379219285714284,141.21389506903353,0.0023857513367358907,1.0660565528569752,0.15665453499999998
Regular,FDY49,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.012036432,17.2,165.7184,5.0,140.95024779332616,10,0.0006997925581395349,141.21389506903353,0.0009165369433298134,1.3097266220814265,0.06018216
Regular,FDB04,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.063354531,11.35,88.9856,5.0,140.95024779332616,10,0.005581897004405287,141.21389506903353,0.005069551817669835,0.9082130705150768,0.316772655
Regular,FDA02,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.029782937,14.0,146.3786,5.0,140.95024779332616,10,0.002127352642857143,141.21389506903353,0.002383194067112519,1.1202628182564824,0.148914685
